SNID,CIDint,IDSURVEY,TYPE,zHEL,zHELERR,zCMB,zCMBERR,zHD,zHDERR,VPEC,VPECERR,MWEBV,HOST_ZSPEC,HOST_ZSPECERR,HOST_RA,HOST_DEC,HOST_ANGSEP,HOST_DDLR,HOST_LOGMASS,HOST_LOGMASS_ERR,HOST_COLOR,HOST_COLOR_ERR,PKMJD,PKMJDERR,x1,x1ERR,c,cERR,mB,mBERR,mB_corr,x0,x0ERR,COV_x1_c,COV_x1_x0,COV_c_x0,NDOF,FITPROB,PROB_SCONE,PROB_SNIRFV19,PROB_SNNDESCC,PROB_SNNJ17,PROB_SNNV19,MU,MUERR_FINAL,PROBCC_BEAMS,biasCor_mu,biasCor_muCOVSCALE,biasCor_muCOVADD,Found
SNASASSN-16br,4.0,150.0,1.0,0.02852,0.00015,0.029,0.00015,0.02956,0.00087,-162.18,250.0,0.14,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,9.92,0.02,0.92,-999.0,57439.7227,0.1484,0.9122,0.1189,-0.0354,0.0205,16.0067,0.0359,16.2726,0.0071009,0.00023453,0.0001,-0.0,-0.0,21.0,0.7106,-9.0,-9.0,-9.0,-9.0,-9.0,35.5958,0.1093,0.0,-0.0276,1.0,0.0031,True
SNASASSN-16ct,57.0,150.0,1.0,0.04191,4e-05,0.04252,4e-05,0.04306,0.00087,-155.75,250.0,0.05,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,9.13,0.09,1.06,-999.0,57459.7773,0.58,1.3841,0.2073,0.0268,0.0207,16.8288,0.0276,16.9762,0.0033302,8.4731e-05,-0.0003,0.0,-0.0,22.0,0.0191,-9.0,-9.0,-9.0,-9.0,-9.0,36.2995,0.1295,0.0,-0.027,1.0,0.0089,True
SNASASSN-16db,75.0,150.0,1.0,0.03486,1e-05,0.03589,1e-05,0.0373,0.00086,-408.93,250.0,0.02,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,10.82,0.08,1.21,-999.0,57465.1758,0.2981,-0.583,0.1149,0.0559,0.0218,16.8438,0.029,16.6764,0.0032846,8.78e-05,-0.0,-0.0,-0.0,24.0,0.0072,-9.0,-9.0,-9.0,-9.0,-9.0,35.9996,0.1245,0.0,-0.0819,1.0,0.0078,True
SNASASSN-16dw,110.0,150.0,1.0,0.03466,0.00015,0.03565,0.00015,0.03437,0.00088,371.74,250.0,0.05,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,10.24,0.07,1.28,-999.0,57482.8867,0.4065,-0.1479,0.1592,0.0759,0.0199,16.7036,0.0277,16.5395,0.0037374,9.5338e-05,0.0,0.0,-0.0,21.0,0.1069,-9.0,-9.0,-9.0,-9.0,-9.0,35.8627,0.1321,0.0,-0.0778,1.0,0.0096,True
SNASASSN-16fo,145.0,150.0,1.0,0.0289,0.00021,0.02994,0.00021,0.03036,0.00088,-122.18,250.0,0.03,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,10.09,0.11,1.51,-999.0,57539.9805,0.4594,0.7838,0.2261,-0.0925,0.0205,15.8521,0.026,16.3074,0.0081878,0.00019613,0.0006,-0.0,-0.0,14.0,0.8091,-9.0,-9.0,-9.0,-9.0,-9.0,35.6306,0.0999,0.0,-0.0221,0.992,0.0,True
SNASASSN-16fs,163.0,150.0,1.0,0.0292,1e-05,0.0299,1e-05,0.02944,0.00086,135.19,250.0,0.03,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,10.94,0.07,1.59,-999.0,57542.3594,0.4582,-1.2466,0.1547,-0.0316,0.0239,16.156,0.0348,16.1298,0.0061886,0.00019819,-0.0003,0.0,-0.0,14.0,0.3593,-9.0,-9.0,-9.0,-9.0,-9.0,35.453,0.1064,0.0,-0.057,1.0,0.0015,True
SNASASSN-16hc,5.0,150.0,1.0,0.05093,1e-05,0.05165,1e-05,0.05151,0.00088,40.68,250.0,0.01,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,11.0,0.29,1.38,-999.0,57582.1758,0.522,1.5371,0.3046,-0.0818,0.0218,16.9503,0.0264,17.494,0.0029777,7.2414e-05,0.0016,-0.0,-0.0,13.0,0.0968,-9.0,-9.0,-9.0,-9.0,-9.0,36.8172,0.0853,0.0,-0.0226,0.89,0.0,True
SNASASSN-16hr,22.0,150.0,1.0,0.03086,1e-05,0.0298,1e-05,0.03083,0.00086,-300.27,250.0,0.11,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,9.89,0.2,0.81,-999.0,57596.8945,0.5835,1.2744,0.2079,0.0499,0.021,16.2994,0.0384,16.3498,0.0054233,0.00019157,0.0004,-0.0,-0.0,12.0,0.6605,-9.0,-9.0,-9.0,-9.0,-9.0,35.673,0.1484,0.0,-0.0199,1.0,0.012,True
SNASASSN-16oz,129.0,150.0,1.0,0.031,0.002,0.03207,0.002,0.03192,0.00218,42.87,250.0,0.05,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,8.29,0.43,0.66,-999.0,57749.9766,0.2994,1.4501,0.1997,-0.0446,0.0207,15.9146,0.026,16.2899,0.0077295,0.00018505,0.0008,-0.0,-0.0,13.0,0.6835,-9.0,-9.0,-9.0,-9.0,-9.0,35.6131,0.1072,0.0,-0.0217,1.0,0.0026,True
SNASASSN-17at,164.0,150.0,1.0,0.02537,1e-05,0.02643,1e-05,0.02713,0.00086,-204.19,250.0,0.02,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,10.36,0.18,1.19,-999.0,57777.3242,0.3375,-1.594,0.162,-0.0143,0.0203,16.1624,0.0249,16.031,0.006152,0.00014134,-0.0,0.0,-0.0,19.0,0.7702,-9.0,-9.0,-9.0,-9.0,-9.0,35.3542,0.1115,0.0,-0.0615,1.0,0.0026,True
SNASASSN-17eb,41.0,150.0,1.0,0.04924,1e-05,0.0497,1e-05,0.05044,0.00088,-213.56,250.0,0.04,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,10.89,0.08,1.58,-999.0,57836.7891,0.6727,-1.1897,0.1858,0.0553,0.0259,17.5252,0.0467,17.268,0.0017536,7.5352e-05,-0.0005,0.0,-0.0,8.0,0.5537,-9.0,-9.0,-9.0,-9.0,-9.0,36.5913,0.1235,0.0,-0.088,1.0,0.0067,True
SNAT2016aj,59.0,150.0,1.0,0.06741,5e-05,0.06731,5e-05,0.06725,0.00089,17.26,250.0,0.04,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,10.88,0.24,1.44,-999.0,57442.6992,0.5372,-0.8921,0.3292,0.0019,0.0307,18.1172,0.04,18.0609,0.0010165,3.7437e-05,0.0015,-0.0,-0.0,14.0,0.524,-9.0,-9.0,-9.0,-9.0,-9.0,37.3841,0.1069,0.0,-0.0744,1.0,0.0018,True
SNAT2016cor,95.0,150.0,1.0,0.04954,3e-05,0.04995,3e-05,0.05066,0.00088,-201.72,250.0,0.03,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,9.97,0.04,0.83,-999.0,57541.4336,0.3434,-0.2973,0.2328,0.198,0.0221,18.1306,0.0278,17.4531,0.001004,2.5677e-05,0.0008,-0.0,-0.0,23.0,0.0031,-9.0,-9.0,-9.0,-9.0,-9.0,36.7763,0.182,0.0,-0.0063,1.0,0.0253,True
SNAT2016cvv,112.0,150.0,1.0,0.04457,0.0004,0.04404,0.0004,0.04438,0.00096,-97.44,250.0,0.09,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,11.23,0.36,1.57,-999.0,57558.8633,0.5582,1.0255,0.1454,0.072,0.0225,17.2078,0.0384,17.25,0.0023491,8.3057e-05,0.0,-0.0,-0.0,19.0,0.0367,-9.0,-9.0,-9.0,-9.0,-9.0,36.5732,0.1278,0.0,-0.083,1.0,0.0087,True
SNAT2016cvw,130.0,150.0,1.0,0.03888,9e-05,0.03761,9e-05,0.03787,0.00087,-75.03,250.0,0.07,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,10.88,0.06,1.62,-999.0,57559.793,0.5319,-1.4641,0.1923,-0.0349,0.0255,17.0114,0.0434,16.9596,0.0028147,0.00011261,0.0011,-0.0,-0.0,22.0,0.0129,-9.0,-9.0,-9.0,-9.0,-9.0,36.2828,0.0996,0.0,-0.056,1.0,0.0012,True
SNAT2016cyt,147.0,150.0,1.0,0.03074,9e-05,0.02965,9e-05,0.03059,0.00086,-274.78,250.0,0.07,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,10.92,0.24,1.45,-999.0,57580.8633,0.1265,-1.8049,0.1244,-0.0794,0.0204,16.1468,0.0261,16.1577,0.0062413,0.00014981,0.0003,-0.0,-0.0,39.0,0.8227,-9.0,-9.0,-9.0,-9.0,-9.0,35.4809,0.096,0.0,-0.0349,1.0,0.0007,True
SNAT2016ews,7.0,150.0,1.0,0.04555,1e-05,0.04612,1e-05,0.04631,0.00087,-54.41,250.0,0.04,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,10.68,0.2,1.16,-999.0,57619.9844,0.1929,0.9476,0.2085,-0.1548,0.0238,16.7435,0.0316,17.3786,0.0036025,0.00010475,0.0016,-0.0,-0.0,12.0,0.0159,-9.0,-9.0,-9.0,-9.0,-9.0,36.7018,0.08,0.0,0.0188,0.863,0.0,True
SNAT2016gmg,42.0,150.0,1.0,0.04944,0.00011,0.04839,0.00011,0.04865,0.00088,-72.71,250.0,0.12,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,11.19,0.36,1.63,-999.0,57662.6211,0.2334,-1.7758,0.246,-0.0639,0.0298,17.5048,0.0423,17.4852,0.0017868,6.9558e-05,0.0013,-0.0,-0.0,14.0,0.0249,-9.0,-9.0,-9.0,-9.0,-9.0,36.8084,0.0986,0.0,-0.0482,0.929,0.0,True
SNAT2016gsu,60.0,150.0,1.0,0.07642,6e-05,0.07529,6e-05,0.07575,0.0009,-129.56,250.0,0.04,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,10.07,0.08,0.86,-999.0,57670.5078,0.62,-0.834,0.2807,0.0079,0.0337,18.4011,0.0472,18.3362,0.00078262,3.4028e-05,-0.0001,0.0,-0.0,18.0,0.0471,-9.0,-9.0,-9.0,-9.0,-9.0,37.6594,0.1083,0.0,-0.075,1.0,0.0016,True
SNAT2016hns,78.0,150.0,1.0,0.03817,6e-05,0.03704,6e-05,0.0374,0.00087,-105.31,250.0,0.06,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,10.42,0.11,0.89,-999.0,57697.6484,0.2745,-1.2315,0.1967,-0.0932,0.0228,16.6484,0.0275,16.7842,0.0039321,9.9424e-05,0.0,-0.0,-0.0,11.0,0.0377,-9.0,-9.0,-9.0,-9.0,-9.0,36.1074,0.0966,0.0,-0.0246,0.982,0.0,True
SNAT2016htm,96.0,150.0,1.0,0.04332,0.00015,0.04265,0.00015,0.04289,0.00088,-67.49,250.0,0.01,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,10.14,0.15,0.82,-999.0,57702.6406,0.1486,0.0363,0.1922,-0.069,0.0191,16.8626,0.0229,17.1418,0.0032283,6.8006e-05,0.0008,-0.0,-0.0,21.0,0.1496,-9.0,-9.0,-9.0,-9.0,-9.0,36.465,0.0847,0.0,-0.0394,0.978,0.0,True
SNAT2016htn,113.0,150.0,1.0,0.05312,0.00015,0.05229,0.00015,0.05222,0.00089,20.94,250.0,0.02,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,10.49,0.03,1.09,-999.0,57701.75,0.3195,0.016,0.2871,0.0781,0.0239,17.7899,0.0299,17.6557,0.0013741,3.7828e-05,0.0027,-0.0,-0.0,15.0,0.5339,-9.0,-9.0,-9.0,-9.0,-9.0,36.9789,0.1233,0.0,-0.0879,1.0,0.0083,True
SNAT2017cfc,148.0,150.0,1.0,0.02403,0.00016,0.02499,0.00016,0.02512,0.00087,-39.47,250.0,0.04,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,10.38,0.14,1.65,-999.0,57837.7422,0.1421,-0.7461,0.1119,0.035,0.0185,15.9331,0.0221,15.8021,0.0075989,0.00015435,0.0001,-0.0,-0.0,17.0,0.8923,-9.0,-9.0,-9.0,-9.0,-9.0,35.1253,0.1269,0.0,-0.0793,1.0,0.006,True
SNAT2017lm,8.0,150.0,1.0,0.03064,6e-05,0.03002,6e-05,0.03031,0.00086,-83.3,250.0,0.06,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,9.81,0.1,0.75,-999.0,57779.2773,0.5029,0.9634,0.2717,-0.0064,0.0239,16.1526,0.0296,16.3381,0.0062081,0.00016927,0.0016,-0.0,-0.0,8.0,0.6236,-9.0,-9.0,-9.0,-9.0,-9.0,35.6613,0.1253,0.0,-0.0295,1.0,0.0058,True
SNAT2017ns,25.0,150.0,1.0,0.02877,0.0004,0.02802,0.0004,0.02849,0.00094,-138.08,250.0,0.09,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,10.07,0.08,1.28,-999.0,57784.5469,0.2281,-0.8503,0.2333,0.224,0.0273,16.8298,0.0394,16.0961,0.0033271,0.00012083,0.0028,-0.0,-0.0,10.0,0.3451,-9.0,-9.0,-9.0,-9.0,-9.0,35.4194,0.1655,0.0,-0.0828,1.0,0.0172,True
SNAT2017oz,43.0,150.0,1.0,0.05569,1e-05,0.05641,1e-05,0.05614,0.00088,78.86,250.0,0.01,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,9.82,0.24,1.06,-999.0,57788.1992,0.3765,0.1065,0.3069,-0.0353,0.0254,17.5231,0.0309,17.6704,0.0017569,5.0045e-05,0.0024,-0.0,-0.0,11.0,0.0504,-9.0,-9.0,-9.0,-9.0,-9.0,36.9936,0.1032,0.0,-0.0388,1.0,0.0026,True
SNAT2017po,61.0,150.0,1.0,0.03182,1e-05,0.03201,1e-05,0.03255,0.00086,-156.24,250.0,0.01,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,10.87,0.05,1.54,-999.0,57784.6641,0.7408,0.1007,0.2407,-0.0724,0.0232,16.1308,0.0387,16.4278,0.0063343,0.00022581,-0.0027,0.0,-0.0,19.0,0.0179,-9.0,-9.0,-9.0,-9.0,-9.0,35.751,0.1058,0.0,-0.0362,1.0,0.0007,True
SNAT2017wb,79.0,150.0,1.0,0.03065,8e-05,0.03093,8e-05,0.03117,0.00086,-70.02,250.0,0.02,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,9.44,0.05,0.86,-999.0,57790.2461,0.1959,1.3367,0.1202,0.0726,0.0177,16.3623,0.0222,16.3425,0.0051178,0.00010442,0.0001,-0.0,-0.0,31.0,0.5581,-9.0,-9.0,-9.0,-9.0,-9.0,35.6657,0.1541,0.0,-0.0102,1.0,0.0153,True
SNAT2017yk,97.0,150.0,1.0,0.04644,0.00015,0.04764,0.00015,0.04691,0.00089,207.29,250.0,0.03,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,10.31,0.12,1.12,-999.0,57789.1914,0.3695,-0.7236,0.1682,0.2053,0.0261,17.9937,0.0358,17.3722,0.001139,3.7538e-05,0.0004,-0.0,-0.0,16.0,0.2413,-9.0,-9.0,-9.0,-9.0,-9.0,36.6954,0.1542,0.0,-0.1164,1.0,0.0157,True
SNAT2017zd,114.0,150.0,1.0,0.02947,0.00015,0.03048,0.00015,0.02969,0.00087,230.52,250.0,0.07,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,9.97,0.06,1.42,-999.0,57793.1797,0.1501,0.4736,0.1354,-0.0313,0.0203,15.9028,0.0287,16.0902,0.0078144,0.00020633,-0.0001,-0.0,-0.0,19.0,0.181,-9.0,-9.0,-9.0,-9.0,-9.0,35.4134,0.1135,0.0,-0.0325,1.0,0.0035,True
SNATLAS16agv,132.0,150.0,1.0,0.04779,0.00017,0.04777,0.00017,0.04819,0.00089,-119.84,250.0,0.02,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,8.72,0.62,2.11,-999.0,57470.2617,0.0133,1.4313,0.214,-0.0614,0.0201,16.8641,0.0246,17.2799,0.0032236,7.2926e-05,0.0008,-0.0,-0.0,17.0,0.4109,-9.0,-9.0,-9.0,-9.0,-9.0,36.6031,0.094,0.0,-0.0127,1.0,0.0019,True
SNATLAS16bwu,149.0,150.0,1.0,0.0718,6e-05,0.07074,6e-05,0.07091,0.00089,-47.78,250.0,0.02,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,9.89,0.09,0.96,-999.0,57609.2969,0.4953,0.108,0.2635,0.0989,0.0278,18.2476,0.0378,17.995,0.00090147,3.1377e-05,0.0017,-0.0,-0.0,14.0,0.0065,-9.0,-9.0,-9.0,-9.0,-9.0,37.3182,0.1478,0.0,-0.0572,1.0,0.014,True
SNATLAS17ajn,62.0,150.0,1.0,0.02871,3e-05,0.02988,3e-05,0.02978,0.00086,28.51,250.0,0.06,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,10.2,0.1,1.15,-999.0,57777.3125,0.6504,-1.927,0.1626,-0.086,0.0272,16.3376,0.0571,16.3448,0.0052354,0.00027556,-0.0003,0.0,-0.0,14.0,0.8057,-9.0,-9.0,-9.0,-9.0,-9.0,35.668,0.1108,0.0,-0.0305,1.0,0.0006,True
SNATLAS17ajs,80.0,150.0,1.0,0.03265,1e-05,0.0337,1e-05,0.03451,0.00086,-232.65,250.0,0.02,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,9.79,0.09,0.6,-999.0,57782.3945,0.7464,1.3734,0.2289,0.1744,0.0202,17.0715,0.0288,16.6911,0.0026632,7.056e-05,-0.0001,0.0,-0.0,23.0,0.6162,-9.0,-9.0,-9.0,-9.0,-9.0,36.0143,0.1835,0.0,0.0387,1.0,0.0247,True
SNATLAS17axb,98.0,150.0,1.0,0.03165,0.0001,0.03264,0.0001,0.03143,0.00087,351.47,250.0,0.09,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,9.78,0.07,1.33,-999.0,57796.7695,0.3252,0.0594,0.1433,-0.1089,0.022,16.0899,0.0331,16.427,0.0065771,0.00020055,-0.0003,-0.0,-0.0,15.0,0.3475,-9.0,-9.0,-9.0,-9.0,-9.0,35.7502,0.104,0.0,-0.0067,1.0,0.0016,True
SNCSS160129,133.0,150.0,1.0,0.06766,0.001,0.06841,0.001,0.06844,0.00134,-8.76,250.0,0.03,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,9.21,0.24,2.29,-999.0,57415.7578,0.8693,0.8566,0.2287,-0.1595,0.0276,17.4951,0.0488,18.0786,0.0018029,8.0963e-05,-0.002,0.0,-0.0,17.0,0.9029,-9.0,-9.0,-9.0,-9.0,-9.0,37.4018,0.0862,0.0,0.0327,0.842,0.0,True
SNCSS160428,150.0,150.0,1.0,0.03029,0.00015,0.03081,0.00015,0.03148,0.00087,-196.0,250.0,0.01,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,8.18,0.23,1.25,-999.0,57517.5938,0.3364,1.0345,0.1819,-0.0379,0.0192,16.1877,0.0234,16.4803,0.0060109,0.00012961,0.0006,-0.0,-0.0,17.0,0.8483,-9.0,-9.0,-9.0,-9.0,-9.0,35.8035,0.1054,0.0,-0.0267,1.0,0.0029,True
SNGaia16acv,168.0,150.0,1.0,0.07772,0.0001,0.07833,0.0001,0.07859,0.0009,-72.08,250.0,0.01,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,8.59,0.18,-0.36,-999.0,57435.5547,0.5262,0.442,0.3201,-0.1537,0.0279,18.1292,0.0362,18.643,0.0010053,3.3517e-05,0.0032,-0.0,-0.0,21.0,0.1868,-9.0,-9.0,-9.0,-9.0,-9.0,37.9662,0.0762,0.0,0.0179,0.779,0.0,True
SNGaia16agf,10.0,150.0,1.0,0.02507,2e-05,0.02553,2e-05,0.02509,0.00086,130.45,250.0,0.06,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,9.18,0.06,0.84,-999.0,57456.1836,0.1419,1.2793,0.1257,0.055,0.019,15.97,0.0249,16.001,0.0073452,0.00016814,0.0,-0.0,-0.0,21.0,0.11,-9.0,-9.0,-9.0,-9.0,-9.0,35.3242,0.1528,0.0,-0.0153,1.0,0.0127,True
SNGaia16aki,27.0,150.0,1.0,0.07363,1e-05,0.07398,1e-05,0.07393,0.0009,15.3,250.0,0.04,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,9.88,0.2,0.58,-999.0,57490.8086,0.6262,0.8518,0.2297,-0.0644,0.0245,18.0329,0.0343,18.3744,0.0010986,3.466e-05,-0.0001,-0.0,-0.0,32.0,0.0752,-9.0,-9.0,-9.0,-9.0,-9.0,37.6976,0.0913,0.0,-0.0224,0.937,0.0,True
SNGaia16bba,45.0,150.0,1.0,0.03046,9e-05,0.02934,9e-05,0.0299,0.00086,-161.22,250.0,0.04,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,8.45,0.4,0.74,-999.0,57625.8164,0.7652,0.3842,0.2031,-0.0422,0.0254,16.0131,0.0503,16.2181,0.007059,0.00032727,-0.0011,0.0,-0.0,8.0,0.9135,-9.0,-9.0,-9.0,-9.0,-9.0,35.5414,0.1113,0.0,-0.0304,1.0,0.0027,True
SNMASTERJ0134,99.0,150.0,1.0,0.04485,4e-05,0.04391,4e-05,0.04369,0.00087,60.65,250.0,0.02,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,9.52,0.07,0.92,-999.0,57664.7539,0.6715,0.7454,0.2073,-0.0734,0.0279,16.7451,0.0533,17.0916,0.0035972,0.00017653,0.0,0.0,-0.0,14.0,0.9242,-9.0,-9.0,-9.0,-9.0,-9.0,36.4148,0.0994,0.0,-0.0167,1.0,0.0019,True
SNPS15ahs,169.0,150.0,1.0,0.02551,4e-05,0.02522,4e-05,0.02534,0.00086,-36.77,250.0,0.03,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,9.76,0.07,0.71,-999.0,57156.7461,0.1078,0.2117,0.1035,-0.077,0.0179,15.716,0.0219,15.9872,0.0092809,0.00018763,-0.0001,-0.0,-0.0,34.0,0.7744,-9.0,-9.0,-9.0,-9.0,-9.0,35.3104,0.1097,0.0,-0.0157,1.0,0.0021,True
SNPS15aii,11.0,150.0,1.0,0.04655,1e-05,0.04768,1e-05,0.04777,0.00087,-26.35,250.0,0.02,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,10.55,0.07,0.78,-999.0,57159.5,0.1364,0.368,0.1282,-0.0486,0.019,17.1317,0.0234,17.4108,0.0025196,5.4234e-05,0.0002,-0.0,-0.0,24.0,0.1196,-9.0,-9.0,-9.0,-9.0,-9.0,36.734,0.0821,0.0,-0.0497,0.952,0.0,True
SNPS15asb,28.0,150.0,1.0,0.04863,0.00033,0.04952,0.00033,0.04989,0.00094,-107.07,250.0,0.05,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,10.1,0.01,2.29,-999.0,57194.3555,0.4799,-1.201,0.2454,-0.0102,0.0246,17.4169,0.0336,17.3438,0.0019374,6.0019e-05,0.0012,-0.0,-0.0,15.0,0.203,-9.0,-9.0,-9.0,-9.0,-9.0,36.667,0.097,0.0,-0.0696,1.0,0.0022,True
SNPS15atx,46.0,150.0,1.0,0.07188,0.00027,0.07301,0.00027,0.07252,0.00093,136.36,250.0,0.11,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,10.51,0.16,1.08,-999.0,57192.5898,0.8614,-1.3058,0.6227,-0.148,0.0479,18.1855,0.0621,18.4513,0.00095452,5.4558e-05,0.0096,-0.0,-0.0,13.0,0.0454,-9.0,-9.0,-9.0,-9.0,-9.0,37.7745,0.1128,0.0,0.0044,0.697,0.0,True
SNPS15bdr,82.0,150.0,1.0,0.07096,1e-05,0.07094,1e-05,0.07116,0.00089,-60.54,250.0,0.01,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,10.55,0.09,1.66,-999.0,57215.75,0.2501,-1.9646,0.2316,-0.0376,0.0367,18.3267,0.0487,18.2175,0.00083816,3.7589e-05,0.0026,-0.0,-0.0,24.0,0.8214,-9.0,-9.0,-9.0,-9.0,-9.0,37.5408,0.0855,0.0,-0.0709,0.819,0.0,True
SNPS15bif,100.0,150.0,1.0,0.07937,0.00027,0.07855,0.00027,0.07845,0.00094,27.75,250.0,0.06,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,9.74,0.12,1.34,-999.0,57234.0234,0.276,0.4122,0.3285,-0.0053,0.0282,18.2246,0.0382,18.3405,0.00092083,3.2381e-05,0.0046,-0.0,-0.0,20.0,0.101,-9.0,-9.0,-9.0,-9.0,-9.0,37.6637,0.0977,0.0,-0.052,1.0,0.0032,True
SNPS15bjg,117.0,150.0,1.0,0.06889,1e-05,0.06758,1e-05,0.06786,0.00089,-77.8,250.0,0.08,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,11.05,0.08,1.55,-999.0,57239.0625,0.2458,-1.0917,0.2594,-0.0921,0.0332,18.0392,0.0481,18.2002,0.0010922,4.8359e-05,0.002,-0.0,-0.0,22.0,0.1116,-9.0,-9.0,-9.0,-9.0,-9.0,37.5234,0.0828,0.0,-0.0307,0.76,0.0,True
SNPS15brr,134.0,150.0,1.0,0.0518,9e-05,0.05063,9e-05,0.05049,0.00088,40.27,250.0,0.03,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,9.82,0.03,0.95,-999.0,57259.8008,0.721,0.7552,0.2752,-0.0622,0.0273,17.0235,0.0474,17.3436,0.0027835,0.0001215,0.0004,0.0,-0.0,11.0,0.1714,-9.0,-9.0,-9.0,-9.0,-9.0,36.6668,0.0962,0.0,-0.0235,1.0,0.0017,True
SNPS15bsq,152.0,150.0,1.0,0.0343,2e-05,0.03309,2e-05,0.03371,0.00086,-179.38,250.0,0.03,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,10.91,0.1,1.52,-999.0,57262.8047,0.1526,0.6608,0.1481,-0.0642,0.0201,16.2701,0.0254,16.6351,0.0055712,0.00013042,0.0005,-0.0,-0.0,14.0,0.8828,-9.0,-9.0,-9.0,-9.0,-9.0,35.9584,0.0934,0.0,-0.0397,1.0,0.0008,True
SNPS15bwh,170.0,150.0,1.0,0.07267,0.00043,0.07149,0.00043,0.07158,0.00099,-27.12,250.0,0.02,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,9.54,0.06,2.29,-999.0,57278.8789,0.2372,1.0348,0.2423,-0.1102,0.0265,17.6647,0.0342,18.15,0.0015422,4.8546e-05,0.0007,-0.0,-0.0,18.0,0.7042,-9.0,-9.0,-9.0,-9.0,-9.0,37.4732,0.0855,0.0,0.006,0.881,0.0,True
SNPS15bzz,12.0,150.0,1.0,0.08024,1e-05,0.07901,1e-05,0.07931,0.0009,-83.73,250.0,0.02,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,10.53,0.1,1.38,-999.0,57284.4961,0.6148,-0.8444,0.2388,-0.0094,0.028,18.3441,0.0385,18.325,0.0008248,2.9278e-05,-0.0011,0.0,-0.0,21.0,0.3635,-9.0,-9.0,-9.0,-9.0,-9.0,37.6482,0.093,0.0,-0.0687,0.955,0.0,True
SNPS15cms,65.0,150.0,1.0,0.06479,3e-05,0.06603,3e-05,0.06627,0.00089,-69.58,250.0,0.02,-9.0,-9.0,-999.0,-999.0,-9.0,-9.0,10.67,0.09,1.08,-999.0,57326.543,0.2466,1.0692,0.1663,0.0223,0.0284,17.8535,0.0415,18.0507,0.001296,4.9539e-05,0.0001,-0.0,-0.0,24.0,0.9625,-9.0,-9.0,-9.0,-9.0,-9.0,37.3739,0.1045,0.0,-0.0758,1.0,0.003,True
