CID,CIDint,IDSURVEY,TYPE,zHEL,zHELERR,zCMB,zCMBERR,zHD,zHDERR,VPEC,VPECERR,MWEBV,HOST_ZSPEC,HOST_ZSPECERR,HOST_RA,HOST_DEC,HOST_ANGSEP,HOST_DDLR,HOST_LOGMASS,HOST_LOGMASS_ERR,HOST_COLOR,HOST_COLOR_ERR,PKMJD,PKMJDERR,x1,x1ERR,c,cERR,mB,mBERR,mB_corr,x0,x0ERR,COV_x1_c,COV_x1_x0,COV_c_x0,NDOF,FITPROB,PROB_SCONE,PROB_SNIRFV19,PROB_SNNDESCC,PROB_SNNJ17,PROB_SNNV19,MU,MUERR_FINAL,PROBCC_BEAMS,biasCor_mu,biasCor_muCOVSCALE,biasCor_muCOVADD,TARGETID,RA,DEC,DESI_TARGET,SPECTYPE,Z,ZWARN
1335323,1335323,10,0,0.20081,0.001,0.19991,0.001,0.19991,0.00156,0.0,300.0,0.03,0.2008,0.001,40.316135,-1.087551,0.249,0.28,10.37,0.07,1.41,-999.0,57339.9961,0.2538,-0.4842,0.2047,0.2199,0.0221,21.1649,0.0302,20.476,6.1384e-05,1.7087e-06,0.001,-0.0,-0.0,30,0.0161,0.3067,0.723,0.4383,0.5823,0.9826,39.7993,0.1876,0.0002,-0.0559,1.0,0.0296,39627761244965087,40.31616200043,-1.0876007116970487,1152921504606846976,GALAXY,0.20060706158232539,0
1339002,1339002,10,1,0.30356,0.001,0.30251,0.001,0.30251,0.00164,0.0,300.0,0.02,0.3036,0.001,35.830547,-6.526311,0.0,0.0,10.68,0.04,1.31,-999.0,57370.0664,0.3859,-1.306,0.3058,0.1108,0.0292,22.0394,0.0352,21.6318,2.743e-05,8.8888e-07,0.0029,-0.0,-0.0,28,0.8511,0.9986,0.8734,1.0,0.9998,1.0,40.955,0.1791,0.0,-0.1291,1.0,0.0233,39627628541383491,35.83069072976215,-6.526474732439177,1152921504606846976,GALAXY,0.3037276757204704,0
1340700,1340700,10,0,0.32657,0.001,0.3255,0.001,0.3255,0.00166,0.0,300.0,0.02,0.3266,0.001,36.162487,-4.681663,0.049,0.04,10.46,0.01,0.92,-999.0,57373.8594,0.1911,-0.3439,0.2244,0.1175,0.0205,22.0649,0.0279,21.7091,2.6794e-05,6.8948e-07,0.002,-0.0,-0.0,23,0.4005,0.9977,0.8873,0.9999,0.9998,0.9999,41.0323,0.1826,0.0,-0.0471,1.0,0.0279,39627670652193170,36.16251338789083,-4.681762250717105,1152921504606846976,GALAXY,0.3265936639194231,0
1366187,1366187,10,0,0.46406,0.001,0.4629,0.001,0.4629,0.00177,0.0,300.0,0.02,0.4641,0.001,36.731888,-5.210237,1.583,1.54,10.32,0.01,0.42,-999.0,57611.8281,1.3386,-0.5444,0.4071,-0.0545,0.0368,22.6901,0.055,22.8174,1.5064e-05,7.6299e-07,-0.0023,0.0,-0.0,21,0.3787,0.9926,0.9523,0.996,0.9982,0.9999,42.1406,0.1437,0.0,-0.0262,1.0,0.0042,39627658614542625,36.731905942450176,-5.210294197165564,1152921504606846976,GALAXY,0.46380019439077963,0
1367571,1367571,10,1,0.43428,0.001,0.43311,0.001,0.43311,0.00175,0.0,300.0,0.02,0.4343,0.001,35.383884,-5.326175,2.325,1.85,10.67,0.01,0.84,-999.0,57640.625,0.4017,-0.1111,0.4301,0.1252,0.0451,22.611,0.0568,22.4248,1.6203e-05,8.4787e-07,0.0064,-0.0,-0.0,49,0.069,0.9983,0.9477,0.9994,0.9998,0.9913,41.748,0.1427,0.0002,-0.2031,1.0,0.0046,39627658593567802,35.3838930291342,-5.326262222152292,1152921504606846976,GALAXY,0.4344874359465652,0
1373028,1373028,10,0,0.25617,0.001,0.25517,0.001,0.25517,0.00161,0.0,300.0,0.03,0.2562,0.001,36.375137,-5.976596,1.264,0.59,11.12,0.02,1.24,-999.0,57632.6211,0.3219,-1.8929,0.3063,-0.1205,0.0249,20.9496,0.0294,21.016,7.4845e-05,2.0287e-06,0.0025,-0.0,-0.0,45,0.9999,0.935,0.7044,0.9999,0.9997,1.0,40.3392,0.1112,0.0,0.0235,1.0,0.0048,39627640562260959,36.375166851584815,-5.9766623699714065,1152921504606846976,GALAXY,0.2560694576550385,0
1373040,1373040,10,0,0.26262,0.001,0.26162,0.001,0.26162,0.00161,0.0,300.0,0.02,0.2626,0.001,36.983479,-3.992379,0.674,0.54,10.82,0.01,1.17,-999.0,57639.832,0.1844,0.2213,0.1603,0.0229,0.0168,21.2432,0.0212,21.2776,5.7113e-05,1.1162e-06,0.0008,-0.0,-0.0,42,0.9999,0.9965,1.0,1.0,0.9999,1.0,40.6008,0.134,0.0,-0.0515,1.0,0.0137,39627688742230047,36.983526623002824,-3.992448290392948,1152921504606846976,GALAXY,0.26240356336687093,0
1373042,1373042,10,0,0.2382,0.001,0.2372,0.001,0.2372,0.00159,0.0,300.0,0.02,0.2382,0.001,36.188477,-4.163778,0.293,0.16,10.74,0.01,1.15,-999.0,57634.3984,0.2614,-1.8626,0.1957,-0.023,0.02,21.312,0.025,21.1596,5.3606e-05,1.2339e-06,0.0009,-0.0,-0.0,39,0.9976,0.9871,0.9594,0.9999,0.9999,1.0,40.4828,0.1215,0.0,-0.0569,1.0,0.0095,39627682698237081,36.18849920040537,-4.163871471350587,1152921504606846976,GALAXY,0.23811549436861887,0
1469040,1469040,10,0,0.32764,1e-05,0.3267,1e-05,0.3267,0.00133,0.0,300.0,0.05,0.0,0.0,42.854946000000005,-0.341995,1.035,0.73,10.51,0.02,0.39,-999.0,57666.3594,0.3647,0.2666,0.2748,0.0232,0.0213,21.8357,0.0273,21.881,3.3091e-05,8.3201e-07,0.0013,-0.0,-0.0,62,0.8438,0.9983,1.0,1.0,0.9999,1.0,41.2042,0.1388,0.0,-0.056,1.0,0.0119,39627779406302794,42.854967576389946,-0.3420707266200983,1152921504606846976,GALAXY,0.3277052744417262,0
1503024,1503024,10,1,0.27798,0.001,0.27694,0.001,0.27694,0.00162,0.0,300.0,0.02,0.278,0.001,35.106445,-6.386547,6.39,2.73,11.36,0.01,1.52,-999.0,57686.9648,0.4981,-2.0537,0.2794,-0.0859,0.0379,21.6271,0.054,21.6018,4.0103e-05,1.9956e-06,0.0033,-0.0,-0.0,36,0.9945,0.9998,0.9402,0.9998,0.9996,0.9999,40.925,0.1267,0.0,-0.0187,1.0,0.0059,39627628528801157,35.10643076257713,-6.38659872577527,1152921504606846976,GALAXY,0.27786698237632557,0
1547048,1547048,10,0,0.54579,0.00011,0.54454,0.00011,0.54454,0.00155,0.0,300.0,0.02,0.5458,0.0001,35.452789,-6.100835,0.736,0.41,11.58,0.11,1.49,-999.0,57704.6875,0.7279,-1.2813,0.5974,0.1711,0.0672,23.1226,0.0718,22.9355,1.0115e-05,6.6907e-07,0.0095,-0.0,-0.0,43,0.0076,0.9773,0.9222,0.9994,0.9942,0.8154,42.2587,0.1507,0.009,-0.5336,0.53,0.0,39627640549673000,35.45278804409126,-6.100910091801922,1152921504606912513,GALAXY,0.5457969691952337,0
1559178,1559178,10,0,0.43651,0.001,0.4355,0.001,0.4355,0.00175,0.0,300.0,0.06,0.4365,0.001,42.992477,0.206628,0.983,0.7,10.73,0.01,0.45,-999.0,57719.7812,1.0915,-1.1317,0.9723,0.2375,0.0889,23.64,0.0952,23.1305,6.2803e-06,5.5052e-07,0.0142,-0.0,-0.0,40,0.0379,0.988,0.2659,0.9983,0.9991,0.2057,42.4537,0.3371,0.3382,-0.3944,1.0,0.0071,39627791485902086,42.99249984386403,0.20656029113477878,1152921504606846976,GALAXY,0.43642845156403604,0
1574104,1574104,10,0,0.27399,0.001,0.27304,0.001,0.27304,0.00162,0.0,300.0,0.03,0.274,0.001,40.412334,-0.68613,0.297,0.34,10.64,0.04,1.38,-999.0,57731.3125,0.2537,-0.0746,0.2676,-0.0479,0.0278,21.2424,0.0393,21.4204,5.7155e-05,2.0704e-06,0.0031,-0.0,-0.0,31,0.8347,0.9998,0.9663,1.0,1.0,1.0,40.7436,0.1168,0.0,-0.022,1.0,0.0063,39627767284766272,40.41235530506504,-0.6861752233628793,1152921504606846976,GALAXY,0.2735590570296227,0
1625037,1625037,10,0,0.31956,2e-05,0.31863,2e-05,0.31863,0.00132,0.0,300.0,0.07,0.0,0.0,43.181168,0.792259,3.631,2.15,10.76,0.02,1.08,-999.0,57740.5586,0.3327,-0.0026,0.2465,0.0116,0.021,21.77,0.0285,21.8103,3.5156e-05,9.2317e-07,0.0015,-0.0,-0.0,31,0.3806,0.9998,1.0,1.0,1.0,1.0,41.1335,0.1323,0.0,-0.0583,1.0,0.0112,39627803569689449,43.18116358039622,0.79214858551809,1152921504606846976,GALAXY,0.3195388749128861,0
1645092,1645092,10,0,0.51459,0.0001,0.51337,0.0001,0.51338,0.00152,0.0,300.0,0.03,0.5146,0.0001,35.902897,-6.229851999999999,0.79,0.57,11.39,0.06,1.41,-999.0,57742.4453,1.3137,-0.7663,0.9908,-0.153,0.0906,23.1041,0.0785,23.3568,1.0289e-05,7.4378e-07,0.0118,-0.0,-0.0,26,0.5727,0.8947,0.2368,0.9999,0.9998,0.9999,42.68,0.2319,0.0,0.1199,0.557,0.0,39627634547629544,35.90290331567693,-6.229897979976981,1152921504606912513,GALAXY,0.5143712785814636,0
1774102,1774102,10,1,0.31733,0.001,0.31626,0.001,0.31626,0.00165,0.0,300.0,0.02,0.3173,0.001,35.505203,-4.633192,0.56,0.18,11.67,0.01,1.54,-999.0,57990.4492,0.2382,0.352,0.2193,-0.082,0.0166,21.2877,0.02,21.6212,5.4815e-05,1.0096e-06,0.0007,-0.0,-0.0,31,0.0027,0.0014,0.99,0.0356,0.1022,0.9814,40.9444,0.0998,0.0001,-0.0023,1.0,0.0041,39627670639613446,35.505223967495596,-4.633273864095517,1152921504606846976,GALAXY,0.31707435948348905,0
1777122,1777122,10,0,0.45551,9e-05,0.45429,9e-05,0.45429,0.00146,0.0,300.0,0.02,0.4555,0.0001,34.058311,-4.096692,1.234,0.79,11.22,0.08,1.52,-999.0,57995.2344,0.7261,-1.6662,0.6351,-0.183,0.0656,22.4152,0.0617,22.5931,1.9406e-05,1.1025e-06,-0.002,-0.0,-0.0,43,0.0395,0.3863,0.4351,0.9993,0.9998,0.9936,41.9163,0.1857,0.0001,0.1432,0.672,0.0,39627688696086983,34.05831458264525,-4.096802347002739,1152921504606912513,GALAXY,0.45507684062707393,0
1837071,1837071,10,0,0.12995,0.001,0.12913,0.001,0.12913,0.00151,0.0,300.0,0.03,0.13,0.001,41.769726,-0.731334,0.399,0.24,10.72,0.1,1.5,-999.0,58123.2305,0.819,0.0121,0.992,0.2474,0.1126,22.5574,0.1585,21.8698,1.7024e-05,2.4851e-06,0.0362,-0.0,-0.0,8,0.0122,0.1451,0.016,0.0001,0.0,0.0,41.193,343.0536,1.0,-0.063,1.0,0.0276,39627767309927231,41.769803806496114,-0.7314204111800209,1152921504606846976,GALAXY,0.1298582153120567,0
1862039,1862039,10,0,0.28792,0.001,0.28699,0.001,0.28699,0.00163,0.0,300.0,0.05,0.2879,0.001,42.256378000000005,0.392554,2.063,1.6,10.59,0.05,1.5,-999.0,58030.5781,0.2807,-1.7694,0.2921,0.0084,0.0342,21.894,0.0485,21.6792,3.1362e-05,1.3996e-06,0.0042,-0.0,-0.0,44,0.6178,0.9948,0.9081,1.0,0.9999,1.0,41.0024,0.1386,0.0,-0.0773,1.0,0.0105,39627797517304077,42.25641206330782,0.392477487109913,1152921504606846976,GALAXY,0.287560249163108,0
1878148,1878148,10,1,0.2254,0.001,0.22454,0.001,0.22453,0.00158,0.0,300.0,0.06,0.2254,0.001,43.070183,0.8861700000000001,2.965,1.74,10.52,0.01,1.12,-999.0,58050.6094,0.1739,0.7032,0.1493,0.0218,0.016,20.8027,0.0227,20.9063,8.5685e-05,1.7907e-06,0.0005,-0.0,-0.0,43,0.8377,0.9992,0.995,1.0,0.9999,1.0,40.2295,0.1212,0.0,-0.0396,1.0,0.0104,39627809609484131,43.07022032503492,0.8860781796046859,1152921504606846976,GALAXY,0.2251080904905418,0
1892103,1892103,10,1,0.26685,0.001,0.26584,0.001,0.26584,0.00161,0.0,300.0,0.03,0.2668,0.001,36.076553,-6.1362190000000005,1.437,1.35,10.27,0.01,0.95,-999.0,58102.7344,0.296,0.5342,0.2866,0.1409,0.0194,21.6727,0.025,21.3947,3.8451e-05,8.8674e-07,0.0018,-0.0,-0.0,28,0.3632,0.9999,0.8412,1.0,1.0,1.0,40.7179,0.1783,0.0,-0.0563,1.0,0.0257,39627634551820861,36.07658517966172,-6.136281001307552,1152921504606846976,GALAXY,0.26672943614329403,0
1896164,1896164,10,0,0.42181,0.001,0.42068,0.001,0.42068,0.00174,0.0,300.0,0.02,0.4218,0.001,36.694061,-5.518899,0.741,0.61,11.19,0.04,1.21,-999.0,58072.5898,0.3779,0.5765,0.3759,0.0168,0.0556,22.1153,0.0771,22.2251,2.5579e-05,1.8159e-06,0.0129,-0.0,-0.0,25,0.0732,0.9998,0.7817,1.0,0.9995,1.0,41.5483,0.1437,0.0,-0.0508,1.0,0.0088,39627652599907684,36.69407867554011,-5.51894176099027,1152921504606846976,GALAXY,0.42178233689188466,0
1901257,1901257,10,0,0.521,0.001,0.51978,0.001,0.51978,0.00182,0.0,300.0,0.02,0.521,0.001,36.371342,-4.748481,0.347,0.25,11.19,0.03,1.56,-999.0,58065.1875,0.6298,-1.6919,0.5877,0.0805,0.0897,23.6064,0.107,23.294,6.4781e-06,6.386e-07,0.0255,-0.0,-0.0,33,0.7379,0.998,0.9306,0.9996,0.9998,1.0,42.6172,0.2281,0.0,-0.1921,1.0,0.0159,39627670656385815,36.37137683907213,-4.748560983120312,1152921504606912513,GALAXY,0.5227907344751531,0
1901738,1901738,10,0,0.47096,0.001,0.46975,0.001,0.46975,0.00178,0.0,300.0,0.02,0.471,0.001,35.005737,-5.347675,0.354,0.36,10.75,0.03,1.18,-999.0,58087.4023,0.4953,-0.7247,0.4824,-0.1148,0.0512,22.5698,0.0573,22.78,1.683e-05,8.8874e-07,0.0052,-0.0,-0.0,29,0.4545,0.9999,0.955,1.0,0.99,0.9999,42.1032,0.1329,0.0,0.0499,0.654,0.0,39627658585183754,35.005773496354294,-5.3477417156745695,1152921504606846976,GALAXY,0.4708011599028757,0
1910132,1910132,10,0,0.26371,0.001,0.26271,0.001,0.26271,0.00161,0.0,300.0,0.02,0.2637,0.001,37.114784,-4.355264,0.688,0.34,11.1,0.16,1.48,-999.0,58087.7773,0.2082,-0.559,0.162,-0.058,0.0196,21.0806,0.0234,21.2227,6.634e-05,1.4319e-06,0.0007,-0.0,-0.0,25,0.0227,0.9966,0.99,1.0,0.9993,0.9999,40.5459,0.1112,0.0,-0.0325,1.0,0.0069,39627682715011041,37.11480974951323,-4.355315886739244,1152921504606846976,GALAXY,0.2638702330921647,0
1913214,1913214,10,1,0.31721,0.001,0.31615,0.001,0.31615,0.00165,0.0,300.0,0.02,0.3172,0.001,35.648705,-6.468292,1.666,1.21,10.63,0.08,1.38,-999.0,58095.2227,0.3551,-1.7064,0.2128,-0.0555,0.0233,21.7938,0.0305,21.7572,3.4393e-05,9.6528e-07,0.0013,-0.0,-0.0,36,0.9989,0.999,0.9627,1.0,1.0,1.0,41.0804,0.1173,0.0,-0.0459,1.0,0.0072,39627628537191719,35.64871413374141,-6.468364260362048,1152921504606846976,GALAXY,0.31672444531083593,0
1924103,1924103,10,0,0.46499,0.001,0.4638,0.001,0.4638,0.00177,0.0,300.0,0.02,0.465,0.001,35.111195,-7.163266,0.561,0.43,10.81,0.01,0.84,-999.0,58111.9531,0.5847,0.0824,0.5175,-0.0121,0.0468,22.6903,0.0473,22.8198,1.5063e-05,6.5689e-07,0.0049,-0.0,-0.0,20,0.4949,0.9998,0.986,1.0,0.9993,1.0,42.143,0.1271,0.0,-0.0598,0.714,0.0,39627610526846503,35.1112063088579,-7.163325160424412,1152921504606846976,GALAXY,0.4648384210992688,0
