,CIDint,z,zHDERR,Local Mass,Local Mass error,Local U-R,Local U-R error,Host Mass,Host Mass error,Host U-R,Host U-R error
665,1929063,0.2221,0.0001,9.320525,0.029898657,1.073761,0.055031784,9.771304,0.010610493,0.9854126,0.017198134
666,1929216,0.3358,0.0001,9.310074,0.06346514,0.697361,0.058432,9.987576,0.01306075,0.7176666,0.014523626
667,1933020,0.4589,0.0001,8.815444,0.1751265,0.80075073,0.10531286,9.689476,0.019862134,0.99432373,0.025316719
668,1933168,0.435,0.0001,8.386369,0.3058665,0.7106323,0.14896435,11.184498,0.0809829,1.6857681,0.018416546
669,1936171,0.4734,0.0001,9.970368,0.048253626,1.2073326,0.0573591,10.960598,0.015978575,1.2744408,0.015492003
670,1942106,0.5658,0.0001,10.0076275,0.106784016,1.6652489,0.07534764,11.179615,0.048646007,1.6068573,0.030653564
671,1943111,0.3156,0.0001,9.246813,0.1057843,1.5833969,0.07072585,11.108506,0.054481376,1.7242813,0.01669279
672,1945116,0.5447,0.0001,9.940454,0.032883942,1.1671715,0.06900858,10.40739,0.0128697585,0.99547577,0.021417769
673,1956190,0.3837,0.0001,9.552195,0.095870346,1.5477257,0.042860415,10.399222,0.04345546,1.5403099,0.019678386
674,1960031,0.5656,0.0001,9.481508,0.057399414,0.6381149,0.069817595,9.886539,0.054630164,0.6116905,0.022238694
